dbn,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,collaborative_teachers_percent,supportive_environment_percent,effective_school_leadership_percent,strong_family_community_ties_percent,trust_percent,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,sie_provided,in_bronx,in_brooklyn,in_manhattan,in_queens,in_staten
17K246,M.S. 246 WALT WHITMAN,17,11226,0,0.708,,21,1,75,21,96,2,91.0,32.0,84.0,78.0,80.0,73.0,79.0,84.0,3.0,2.24,2.03,118,1,0,1,0,0,0,0,0,0,125,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17K340,I.S. 340,13,11238,0,0.764,,1,2,83,13,96,1,93.0,21.0,90.0,93.0,83.0,91.0,81.0,89.0,2.0,2.73,2.47,69,3,0,2,0,0,0,0,0,2,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
17K352,EBBETS FIELD MIDDLE SCHOOL,17,11225,1,0.7859999999999999,,19,3,64,30,94,4,91.0,29.0,91.0,85.0,84.0,73.0,76.0,89.0,3.0,2.12,2.11,43,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17K353,ELIJAH STROUD MIDDLE SCHOOL,17,11238,0,0.746,,4,2,83,14,96,2,93.0,22.0,91.0,90.0,86.0,89.0,78.0,94.0,2.0,2.16,2.14,62,3,0,2,1,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17K354,THE SCHOOL OF INTEGRATED LEARNING,17,11213,0,0.792,,11,3,78,13,91,3,92.0,27.0,99.0,97.0,96.0,95.0,88.0,98.0,4.0,2.69,2.64,62,9,0,6,0,0,0,0,0,7,66,8,0,5,2,0,0,0,0,7,0,0,1,0,0,0
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL,17,11226,0,0.684,,9,1,81,15,96,1,95.0,17.0,79.0,76.0,75.0,68.0,70.0,77.0,3.0,2.27,2.27,44,3,0,3,0,0,0,0,0,0,44,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
17K394,M.S. K394,17,11213,0,0.797,32470.47,4,6,77,15,92,1,92.0,24.0,89.0,86.0,83.0,80.0,82.0,85.0,2.0,2.35,2.21,57,1,0,1,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17K484,RONALD EDMONDS LEARNING CENTER II,23,11233,0,0.8440000000000001,,4,1,84,13,96,1,90.0,36.0,97.0,100.0,100.0,98.0,95.0,100.0,3.0,2.32,2.17,38,2,0,2,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",17,11203,0,0.687,,4,1,87,10,97,0,94.0,18.0,97.0,99.0,86.0,95.0,80.0,94.0,3.0,2.38,2.23,41,2,0,0,0,0,0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17K533,SCHOOL FOR DEMOCRACY AND LEADERSHIP,17,11203,0,0.653,,5,0,88,8,96,1,88.0,36.0,84.0,72.0,77.0,76.0,72.0,85.0,3.0,2.06,2.05,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17,11226,0,0.536,,0,3,86,8,94,1,97.0,6.0,97.0,96.0,89.0,91.0,90.0,94.0,3.0,2.96,2.98,58,2,0,2,0,0,0,0,0,2,58,7,0,4,0,0,0,0,0,5,0,0,1,0,0,0
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,17,11225,0,0.46399999999999997,,1,3,88,5,93,1,97.0,4.0,87.0,89.0,79.0,80.0,81.0,85.0,3.0,3.4,3.41,99,33,5,25,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17K722,NEW HEIGHTS MIDDLE SCHOOL,17,11203,0,0.7440000000000001,,5,1,82,11,93,0,93.0,18.0,85.0,82.0,81.0,87.0,86.0,90.0,2.0,2.12,2.13,101,1,0,1,0,0,0,0,0,1,100,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0
18K066,P.S. 66,18,11236,0,0.526,56939.68,2,1,88,7,95,3,95.0,12.0,81.0,78.0,84.0,77.0,84.0,87.0,3.0,2.5,2.69,96,12,0,12,0,0,0,0,0,6,96,3,0,3,0,0,0,0,0,1,1,0,1,0,0,0
18K068,I.S. 068 ISAAC BILDERSEE,18,11236,0,0.59,,15,1,90,5,95,3,92.0,25.0,81.0,88.0,77.0,75.0,77.0,88.0,3.0,2.22,2.14,126,1,0,1,0,0,0,0,0,1,133,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18K211,I.S. 211 JOHN WILSON,18,11236,0,0.601,,4,1,87,11,98,1,93.0,21.0,87.0,79.0,78.0,76.0,74.0,81.0,3.0,2.47,2.37,166,17,0,17,0,0,0,0,0,13,170,10,0,9,1,0,0,0,0,7,0,0,1,0,0,0
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,18,11203,0,0.52,48361.64,1,2,93,2,95,2,95.0,11.0,92.0,94.0,86.0,90.0,83.0,93.0,4.0,3.05,3.1,112,38,0,0,0,0,0,0,0,28,112,37,0,0,0,0,0,0,0,31,1,0,1,0,0,0
18K285,I.S. 285 MEYER LEVIN,18,11203,0,0.606,,1,0,94,5,99,1,92.0,26.0,89.0,84.0,80.0,82.0,73.0,81.0,3.0,2.48,2.3,211,8,0,7,0,0,0,0,0,5,211,5,0,5,0,0,0,0,0,2,0,0,1,0,0,0
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,18,11236,0,0.534,,2,1,92,7,99,1,95.0,13.0,85.0,81.0,78.0,77.0,81.0,84.0,2.0,2.47,2.37,164,7,0,6,0,0,0,0,0,4,164,5,0,4,0,0,0,0,0,3,0,0,1,0,0,0
18K581,EAST FLATBUSH COMMUNITY RESEARCH SCHOOL,18,11203,1,0.7,,11,2,89,2,91,2,92.0,23.0,83.0,76.0,80.0,75.0,80.0,81.0,3.0,2.17,2.15,39,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,18,11212,0,0.778,,6,0,88,6,94,1,92.0,26.0,84.0,82.0,82.0,84.0,79.0,84.0,3.0,2.29,2.18,51,0,0,0,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
18K598,MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES,18,11203,0,0.608,,5,2,89,7,96,2,92.0,23.0,85.0,88.0,83.0,83.0,80.0,87.0,3.0,2.36,2.09,60,1,0,1,0,0,0,0,0,1,62,3,0,3,0,0,0,0,0,2,0,0,1,0,0,0
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,18,11203,0,0.535,,3,0,95,3,97,1,95.0,10.0,98.0,100.0,95.0,98.0,81.0,97.0,,2.39,2.27,68,2,0,0,0,0,0,0,0,2,68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19K089,P.S. 089 CYPRESS HILLS,19,11207,0,0.8240000000000001,38667.98,41,1,3,95,98,0,95.0,10.0,83.0,85.0,91.0,72.0,85.0,90.0,3.0,2.2,2.27,49,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
19K171,I.S. 171 ABRAHAM LINCOLN,19,11208,0,0.7879999999999999,,22,4,14,77,91,1,92.0,26.0,93.0,94.0,85.0,86.0,76.0,93.0,2.0,2.27,2.2,131,10,0,1,8,0,0,0,0,9,139,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
19K218,J.H.S. 218 JAMES P. SINNOTT,19,11208,0,0.857,,22,20,36,43,79,1,89.0,41.0,87.0,85.0,82.0,80.0,79.0,89.0,3.0,2.16,2.14,123,4,0,0,1,0,0,0,0,2,127,11,0,0,1,0,0,0,1,7,0,0,1,0,0,0
19K292,J.H.S. 292 MARGARET S. DOUGLAS,19,11207,0,0.848,,10,12,52,33,86,1,91.0,29.0,79.0,79.0,81.0,72.0,72.0,85.0,3.0,2.39,2.44,200,15,0,3,5,7,0,0,0,15,206,34,0,13,9,12,0,0,0,31,0,0,1,0,0,0
19K306,P.S. 306 ETHAN ALLEN,19,11207,1,0.875,30491.71,3,1,74,23,98,1,86.0,57.0,85.0,68.0,78.0,50.0,81.0,75.0,2.0,2.12,2.04,40,0,0,0,0,0,0,0,0,0,40,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
19K311,ESSENCE SCHOOL,19,11207,1,0.7829999999999999,,21,4,69,20,89,7,90.0,31.0,83.0,96.0,78.0,91.0,84.0,92.0,1.0,1.95,1.9,31,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19K364,I.S. 364 GATEWAY,19,11239,0,0.669,,2,2,69,26,94,3,92.0,30.0,81.0,85.0,82.0,80.0,77.0,87.0,3.0,2.49,2.3,103,4,0,2,0,0,0,0,0,4,103,4,0,2,0,0,0,0,0,3,0,0,1,0,0,0
19K404,ACADEMY FOR YOUNG WRITERS,19,11208,1,0.705,,1,1,72,24,97,1,90.0,39.0,71.0,85.0,78.0,87.0,75.0,92.0,2.0,2.16,1.98,65,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19K409,EAST NEW YORK FAMILY ACADEMY,19,11207,0,0.716,,3,2,65,30,95,1,95.0,8.0,87.0,85.0,80.0,84.0,71.0,90.0,3.0,2.61,2.74,67,6,0,3,1,0,0,0,0,2,68,9,0,3,3,0,0,0,0,6,0,0,1,0,0,0
19K422,SPRING CREEK COMMUNITY SCHOOL,19,11208,1,0.777,,3,1,72,24,96,1,91.0,31.0,88.0,96.0,85.0,94.0,77.0,93.0,2.0,2.27,2.1,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,19,11239,0,0.64,,2,5,72,23,95,0,95.0,14.0,89.0,95.0,85.0,91.0,84.0,96.0,2.0,2.72,2.63,99,6,0,4,0,0,0,0,0,3,99,5,0,4,0,0,0,0,0,5,0,0,1,0,0,0
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,19,11207,0,0.78,,14,2,68,28,96,2,90.0,33.0,86.0,96.0,83.0,93.0,80.0,95.0,2.0,1.96,1.95,110,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19K661,VISTA ACADEMY,19,11208,0,0.812,,11,4,27,66,93,2,93.0,24.0,74.0,73.0,89.0,74.0,77.0,79.0,3.0,2.22,2.45,111,11,0,1,10,0,0,0,0,10,111,6,0,0,3,2,0,0,0,6,0,0,1,0,0,0
19K662,LIBERTY AVENUE MIDDLE SCHOOL,19,11208,0,0.823,,20,5,24,68,92,1,92.0,31.0,91.0,97.0,94.0,94.0,78.0,97.0,3.0,2.32,2.31,126,5,0,2,3,0,0,0,0,5,142,5,0,0,5,0,0,0,0,4,0,0,1,0,0,0
19K663,SCHOOL OF THE FUTURE BROOKLYN,19,11207,0,0.8909999999999999,,4,2,64,33,97,1,94.0,16.0,88.0,97.0,83.0,94.0,85.0,93.0,3.0,2.19,2.2,41,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,19,11208,0,0.845,,5,4,59,37,96,0,92.0,32.0,86.0,96.0,93.0,91.0,83.0,96.0,2.0,2.19,2.07,85,1,0,1,0,0,0,0,0,1,86,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
19K760,HIGHLAND PARK COMMUNITY SCHOOL,19,11208,0,0.818,,13,2,17,78,96,0,91.0,43.0,87.0,92.0,85.0,87.0,74.0,91.0,,2.34,2.14,101,1,0,0,0,0,0,0,0,0,102,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
20K030,P.S./I.S. 30 MARY WHITE OVINGTON,20,11209,0,0.6509999999999999,50776.12,26,20,2,30,31,48,95.0,13.0,87.0,88.0,87.0,81.0,76.0,90.0,3.0,2.71,2.81,130,22,0,0,2,0,16,0,0,15,132,16,0,0,5,0,7,0,0,11,1,0,1,0,0,0
20K062,J.H.S. 062 DITMAS,20,11218,0,0.741,,22,31,24,31,55,13,95.0,12.0,89.0,90.0,87.0,84.0,74.0,92.0,3.0,2.41,2.46,300,14,0,3,3,6,0,0,0,10,324,27,0,5,4,12,6,0,0,25,0,0,1,0,0,0
20K104,P.S./I.S. 104 THE FORT HAMILTON SCHOOL,20,11209,0,0.523,57526.02,9,22,3,25,28,47,96.0,10.0,92.0,93.0,86.0,85.0,78.0,93.0,3.0,2.82,3.09,152,20,0,0,3,0,12,0,0,11,157,31,0,0,8,0,17,0,0,15,1,0,1,0,0,0
20K180,THE SEEALL ACADEMY,20,11204,0,0.706,39390.34,23,43,1,28,29,27,97.0,9.0,93.0,94.0,86.0,89.0,80.0,93.0,3.0,2.74,3.03,161,20,0,0,0,14,3,0,0,20,162,54,0,0,0,45,5,0,0,54,1,0,1,0,0,0
20K187,THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,20,11219,0,0.48,,2,69,1,6,7,24,98.0,2.0,92.0,91.0,92.0,90.0,76.0,93.0,4.0,3.83,4.19,324,226,0,0,0,154,61,0,0,121,324,304,0,0,0,206,83,0,0,166,0,0,1,0,0,0
20K192,P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY,20,11204,0,0.8,40627.41,30,20,2,52,53,26,94.0,16.0,90.0,89.0,89.0,78.0,81.0,90.0,3.0,2.46,2.59,47,2,0,0,1,0,0,0,0,1,47,8,0,0,4,2,0,0,0,3,1,0,1,0,0,0
20K201,J.H.S. 201 THE DYKER HEIGHTS,20,11228,0,0.5579999999999999,,8,46,0,14,14,39,97.0,7.0,92.0,94.0,88.0,87.0,70.0,94.0,4.0,3.13,3.36,476,102,0,0,0,59,35,0,1,67,486,214,0,0,0,146,57,0,4,150,0,0,1,0,0,0
20K220,J.H.S. 220 JOHN J. PERSHING,20,11220,0,0.828,,33,49,1,44,45,6,95.0,12.0,83.0,80.0,82.0,77.0,67.0,87.0,3.0,2.42,2.81,423,28,0,0,9,15,0,0,0,24,437,105,0,0,15,88,0,0,28,79,0,0,1,0,0,0
20K223,J.H.S. 223 THE MONTAUK,20,11204,0,0.792,,31,61,4,27,31,7,96.0,12.0,85.0,88.0,86.0,82.0,72.0,90.0,4.0,2.43,2.89,291,13,0,0,1,12,0,0,0,13,307,71,0,1,2,62,6,0,9,67,0,0,1,0,0,0
20K227,J.H.S. 227 EDWARD B. SHALLOW,20,11204,0,0.731,,26,60,0,24,25,16,96.0,11.0,85.0,87.0,85.0,78.0,68.0,91.0,3.0,2.49,2.83,397,20,0,0,4,15,0,0,0,18,428,69,0,0,3,61,0,0,6,62,0,0,1,0,0,0
20K229,P.S. 229 DYKER,20,11228,0,0.385,70641.62,9,55,1,11,13,32,97.0,8.0,90.0,88.0,87.0,76.0,80.0,89.0,3.0,3.11,3.44,94,15,0,0,0,9,5,0,0,8,97,27,0,0,0,20,6,0,0,16,1,0,1,0,0,0
20K259,J.H.S. 259 WILLIAM MCKINLEY,20,11228,0,0.622,,11,45,1,22,23,32,96.0,12.0,95.0,96.0,89.0,91.0,69.0,94.0,3.0,2.92,3.28,545,143,0,0,15,82,44,0,0,88,553,213,0,0,16,152,44,0,5,152,0,0,1,0,0,0
20K609,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20,11204,0,0.71,,10,47,21,19,40,12,94.0,21.0,87.0,89.0,88.0,85.0,73.0,90.0,3.0,2.66,2.58,66,9,0,2,1,5,1,0,0,7,69,10,0,1,1,7,1,0,0,8,0,0,1,0,0,0
20K686,BROOKLYN SCHOOL OF INQUIRY,20,11218,0,0.209,65859.29,6,18,5,5,10,71,96.0,5.0,91.0,97.0,94.0,95.0,90.0,95.0,3.0,3.47,3.68,50,24,0,0,0,0,22,0,0,4,50,37,0,0,0,4,31,0,0,7,1,0,1,0,0,0
21K095,P.S. 095 THE GRAVESEND,21,11223,0,0.695,40295.15,14,29,9,39,48,22,94.0,19.0,97.0,95.0,97.0,90.0,82.0,94.0,3.0,2.76,2.95,41,0,0,0,0,0,0,0,0,0,41,2,0,1,0,1,0,0,0,1,1,0,1,0,0,0
21K096,I.S. 096 SETH LOW,21,11204,1,0.73,,29,33,11,28,38,27,93.0,21.0,90.0,93.0,85.0,89.0,74.0,93.0,4.0,2.45,2.58,168,6,0,0,0,3,2,0,0,1,194,20,0,0,0,18,1,0,4,9,0,0,1,0,0,0
21K098,I.S. 98 BAY ACADEMY,21,11235,0,0.445,,1,27,3,10,13,59,96.0,8.0,94.0,96.0,89.0,91.0,70.0,94.0,4.0,3.47,3.8,489,238,0,2,16,67,148,0,0,126,487,303,0,5,18,94,176,0,0,163,0,0,1,0,0,0
21K099,P.S. 099 ISAAC ASIMOV,21,11230,0,0.695,37038.11,31,41,8,18,26,32,92.0,28.0,99.0,100.0,96.0,96.0,80.0,97.0,3.0,2.62,2.86,80,5,0,0,2,1,0,0,0,4,84,11,0,0,3,4,0,0,0,7,1,0,1,0,0,0
21K121,P.S. 121 NELSON A. ROCKEFELLER,21,11204,0,0.682,47519.85,18,18,3,42,45,35,95.0,14.0,93.0,94.0,87.0,91.0,83.0,94.0,4.0,2.68,2.95,23,1,0,0,0,1,0,0,0,1,24,2,0,0,1,1,0,0,0,1,1,0,1,0,0,0
21K209,P.S. 209 MARGARET MEAD,21,11235,0,0.599,51896.27,16,30,4,23,27,42,94.0,18.0,93.0,94.0,91.0,81.0,81.0,93.0,3.0,2.64,2.82,49,12,0,0,0,5,7,0,0,10,50,6,0,0,0,0,4,0,0,5,1,0,1,0,0,0
21K225,P.S. K225 - THE EILEEN E. ZAGLIN,21,11235,0,0.684,36586.39,41,17,3,37,40,42,93.0,24.0,92.0,89.0,87.0,85.0,76.0,92.0,3.0,2.51,2.64,93,7,0,0,3,0,3,0,0,3,109,8,0,0,2,0,4,0,0,3,1,0,1,0,0,0
21K226,P.S. 226 ALFRED DE B.MASON,21,11204,0,0.6920000000000001,47058.63,21,28,2,31,33,38,95.0,11.0,95.0,93.0,92.0,85.0,82.0,93.0,3.0,2.72,2.89,92,6,0,0,3,0,2,0,0,4,95,14,0,0,1,0,7,0,0,10,1,0,1,0,0,0
21K228,I.S. 228 DAVID A. BOODY,21,11223,0,0.636,,11,29,8,26,34,36,95.0,16.0,92.0,94.0,88.0,89.0,74.0,93.0,3.0,2.62,2.8,502,41,0,2,8,11,20,0,0,31,509,84,0,0,10,43,30,0,1,69,0,0,1,0,0,0
21K238,P.S. 238 ANNE SULLIVAN,21,11223,0,0.8,44760.9,27,17,4,56,61,22,94.0,18.0,88.0,91.0,89.0,77.0,82.0,92.0,3.0,2.42,2.49,56,2,0,0,0,2,0,0,0,2,57,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
21K239,MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,21,11224,0,0.311,,1,28,7,5,12,54,96.0,7.0,88.0,89.0,87.0,86.0,73.0,91.0,3.0,3.53,3.71,355,175,0,5,4,45,110,11,0,32,352,205,0,5,6,64,119,11,0,44,0,0,1,0,0,0
21K281,I.S. 281 JOSEPH B CAVALLARO,21,11214,0,0.631,,16,38,7,22,29,31,94.0,19.0,81.0,78.0,81.0,65.0,69.0,81.0,4.0,2.72,2.97,344,29,0,0,2,11,15,0,0,20,363,71,0,0,3,48,19,0,3,56,0,0,1,0,0,0
21K288,P.S. 288 THE SHIRLEY TANYHILL,21,11224,0,0.912,22422.66,7,2,53,36,90,7,89.0,46.0,83.0,86.0,80.0,82.0,81.0,89.0,2.0,2.19,2.2,44,0,0,0,0,0,0,0,0,0,46,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0
21K303,I.S. 303 HERBERT S. EISENBERG,21,11224,0,0.703,,11,21,12,34,46,33,93.0,23.0,87.0,83.0,88.0,76.0,74.0,86.0,3.0,2.64,2.74,140,19,0,0,5,6,5,0,0,12,146,17,0,0,2,7,8,0,1,11,0,0,1,0,0,0
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,21,11214,0,0.564,,1,8,24,27,51,40,93.0,21.0,94.0,98.0,77.0,95.0,72.0,91.0,3.0,2.61,2.65,75,3,0,0,1,0,0,0,0,2,75,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,21,11214,0,0.608,,13,18,3,29,33,49,95.0,16.0,85.0,75.0,82.0,69.0,67.0,78.0,4.0,2.77,2.67,68,2,0,0,0,0,1,0,0,1,71,6,0,0,0,0,3,0,0,4,0,0,1,0,0,0
22K014,J.H.S. 014 SHELL BANK,22,11235,0,0.708,,18,11,48,17,64,24,92.0,29.0,86.0,91.0,80.0,86.0,71.0,92.0,3.0,2.32,2.41,165,8,0,3,1,0,2,0,0,7,178,14,0,2,2,0,6,0,1,14,0,0,1,0,0,0
22K078,J.H.S. 078 ROY H. MANN,22,11234,0,0.546,,5,5,73,10,83,11,93.0,22.0,82.0,81.0,77.0,78.0,74.0,86.0,2.0,2.31,2.27,190,3,0,2,0,0,0,0,0,2,184,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0
22K109,P.S. 109,22,11210,0,0.738,55488.67,6,2,80,15,95,3,93.0,23.0,85.0,84.0,82.0,81.0,83.0,88.0,3.0,2.32,2.2,73,4,0,4,0,0,0,0,0,4,72,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0
22K206,P.S. 206 JOSEPH F LAMB,22,11229,0,0.49700000000000005,57254.23,19,46,2,11,13,39,96.0,9.0,92.0,91.0,87.0,84.0,79.0,89.0,4.0,2.98,3.26,118,22,0,0,1,8,11,0,0,15,119,30,0,0,0,17,12,0,0,21,1,0,1,0,0,0
22K207,P.S. 207 ELIZABETH G. LEARY,22,11234,0,0.315,73629.22,3,10,35,15,49,39,96.0,7.0,93.0,91.0,89.0,84.0,84.0,92.0,3.0,2.91,2.99,136,40,0,14,2,0,19,0,0,16,134,33,0,8,2,0,18,0,0,14,1,0,1,0,0,0
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,22,11229,0,0.46299999999999997,,9,25,17,11,28,45,96.0,10.0,88.0,89.0,85.0,85.0,73.0,91.0,3.0,3.09,3.32,634,157,0,27,14,48,67,0,0,85,649,263,0,33,18,79,131,0,3,146,0,0,1,0,0,0
22K240,ANDRIES HUDDE,22,11210,0,0.61,,8,18,63,12,74,7,95.0,15.0,88.0,87.0,80.0,81.0,77.0,91.0,3.0,2.51,2.48,267,11,0,7,2,2,0,0,0,8,273,9,0,4,2,3,0,0,0,9,0,0,1,0,0,0
22K278,J.H.S. 278 MARINE PARK,22,11229,0,0.494,,3,9,47,16,63,27,94.0,17.0,91.0,91.0,80.0,88.0,94.0,91.0,3.0,2.78,2.68,295,36,0,15,4,0,14,0,0,15,296,27,0,7,4,0,11,0,0,8,0,0,1,0,0,0
22K381,I. S. 381,22,11210,0,0.616,,12,6,61,18,79,14,95.0,13.0,82.0,92.0,80.0,87.0,77.0,89.0,2.0,2.54,2.31,83,3,0,1,1,0,0,0,0,2,86,3,0,1,0,0,0,0,0,3,0,0,1,0,0,0
23K041,P.S. 041 FRANCIS WHITE,23,11212,0,0.9,29567.13,6,1,63,32,95,1,89.0,42.0,87.0,88.0,79.0,81.0,77.0,87.0,2.0,2.14,2.13,46,1,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K137,P.S./I.S. 137 RACHEL JEAN MITCHELL,23,11233,0,0.807,35419.93,3,0,74,20,94,1,88.0,43.0,93.0,90.0,85.0,80.0,87.0,92.0,3.0,2.27,2.38,26,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K155,P.S./ I.S. 155 NICHOLAS HERKIMER,23,11233,0,0.877,36518.6,13,2,50,46,96,1,88.0,43.0,91.0,96.0,86.0,88.0,86.0,95.0,2.0,2.14,2.15,36,1,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K165,P.S. 165 IDA POSNER,23,11212,1,0.815,34324.41,4,0,83,14,97,2,86.0,50.0,91.0,89.0,87.0,81.0,83.0,92.0,2.0,2.12,2.01,26,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K178,P.S. 178 SAINT CLAIR MCKELWAY,23,11233,0,0.884,31132.53,7,1,79,16,95,2,89.0,46.0,94.0,95.0,88.0,88.0,90.0,96.0,3.0,2.26,2.31,28,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K184,P.S. 184 NEWPORT,23,11212,0,0.904,29709.42,4,1,71,27,98,0,88.0,48.0,83.0,80.0,80.0,72.0,87.0,86.0,2.0,2.17,2.21,38,2,0,1,0,0,0,0,0,1,38,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",23,11212,1,0.9059999999999999,20931.74,9,0,69,30,99,1,89.0,40.0,90.0,87.0,86.0,80.0,90.0,92.0,2.0,2.08,2.09,55,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K323,P.S./I.S. 323,23,11212,0,0.86,27808.12,3,1,78,20,98,0,90.0,38.0,96.0,95.0,88.0,86.0,86.0,93.0,2.0,2.32,2.25,56,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K327,P.S. 327 DR. ROSE B. ENGLISH,23,11212,0,0.851,32208.89,9,2,71,25,96,2,88.0,47.0,90.0,82.0,77.0,65.0,73.0,76.0,2.0,2.17,1.98,45,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,23,11212,0,0.925,,14,0,63,33,96,2,87.0,42.0,79.0,80.0,85.0,76.0,80.0,89.0,2.0,2.07,1.98,36,1,0,1,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23K392,I.S. 392,23,11212,0,0.589,,0,5,77,15,91,1,96.0,12.0,97.0,98.0,85.0,94.0,76.0,94.0,3.0,3.05,2.94,88,20,0,14,3,0,0,0,0,15,88,17,0,12,2,0,0,0,0,11,0,0,1,0,0,0
