dbn,grade_7_enrollment,num_shsat_test_takers,offers_per_student,pct_test_takers,high_registrations,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,rigorous_instruction_rating,collaborative_teachers_percent,collaborative_teachers_rating,supportive_environment_percent,supportive_environment_rating,effective_school_leadership_percent,effective_school_leadership_rating,strong_family_community_ties_percent,strong_family_community_ties_rating,trust_percent,trust_rating,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,number_of_students_english,number_of_students_math,number_of_students_science,number_of_students_social_studies,number_of_classes_english,number_of_classes_math,number_of_classes_science,number_of_classes_social_studies,average_class_size_english,average_class_size_math,average_class_size_science,average_class_size_social_studies,school_pupil_teacher_ratio
10X225,74,6,0,3,0,THEATRE ARTS PRODUCTION COMPANY SCHOOL,10,10457,0,0.8059999999999999,,6,1,27,68,95,2,92.0,26.0,84.0,2.0,87.0,3.0,81.0,3.0,80.0,3.0,76.0,2.0,91.0,3.0,3.0,2.38,2.48,69,3,0,0,2,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,308.0,259.0,203.0,203.0,14.0,13.0,10.0,10.0,22.0,19.923076923076927,20.3,20.3,12.7
12X372,59,6,0,3,0,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,12,10460,0,0.809,,11,1,27,69,96,2,87.0,42.0,90.0,2.0,76.0,2.0,83.0,2.0,62.0,1.0,78.0,2.0,79.0,3.0,3.0,2.27,2.24,61,1,0,0,1,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,202.0,207.0,206.0,205.0,12.0,11.0,11.0,11.0,16.833333333333332,18.818181818181817,18.727272727272727,18.63636363636364,11.0
14K586,57,6,0,3,0,LYONS COMMUNITY SCHOOL,14,11206,0,0.843,,11,1,40,56,97,1,88.0,39.0,85.0,2.0,95.0,3.0,84.0,3.0,92.0,4.0,84.0,4.0,93.0,4.0,2.0,2.11,1.89,35,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,165.0,170.0,225.0,170.0,7.0,7.0,9.0,7.0,23.57142857142857,24.285714285714285,25.0,24.285714285714285,10.7
15K448,89,6,0,3,0,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,15,11231,0,0.635,,7,3,40,45,85,10,94.0,17.0,85.0,4.0,91.0,4.0,85.0,3.0,87.0,3.0,81.0,3.0,93.0,4.0,2.0,2.49,2.04,21,1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,255.0,255.0,255.0,255.0,9.0,9.0,9.0,9.0,28.33333333333333,28.33333333333333,28.33333333333333,28.33333333333333,10.8
17K353,52,6,0,13,0,ELIJAH STROUD MIDDLE SCHOOL,17,11238,0,0.746,,4,2,83,14,96,2,93.0,22.0,91.0,3.0,90.0,3.0,86.0,3.0,89.0,3.0,78.0,3.0,94.0,4.0,2.0,2.16,2.14,62,3,0,2,1,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,159.0,159.0,159.0,159.0,7.0,7.0,7.0,7.0,22.714285714285715,22.714285714285715,22.714285714285715,22.714285714285715,11.099999999999998
19K422,86,6,0,3,0,SPRING CREEK COMMUNITY SCHOOL,19,11208,1,0.777,,3,1,72,24,96,1,91.0,31.0,88.0,3.0,96.0,4.0,85.0,3.0,94.0,3.0,77.0,3.0,93.0,3.0,2.0,2.27,2.1,70,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,220.0,220.0,220.0,220.0,9.0,9.0,9.0,9.0,24.444444444444446,24.444444444444446,24.444444444444446,24.444444444444446,11.5
23K668,38,6,0,13,0,RIVERDALE AVENUE MIDDLE SCHOOL,23,11212,0,0.804,,6,1,87,11,98,0,92.0,27.0,97.0,4.0,91.0,3.0,92.0,4.0,92.0,4.0,85.0,3.0,93.0,4.0,3.0,2.18,2.25,32,2,0,2,0,0,0,0,0,1,32,2,0,2,0,0,0,0,0,1,116.0,116.0,116.0,116.0,6.0,6.0,6.0,6.0,19.33333333333333,19.33333333333333,19.33333333333333,19.33333333333333,9.9
29Q259,79,6,0,3,0,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,29,11412,0,0.396,,3,4,88,6,94,1,96.0,10.0,86.0,2.0,83.0,3.0,84.0,3.0,76.0,2.0,75.0,2.0,85.0,2.0,2.0,2.54,2.24,74,5,0,4,0,0,0,0,0,4,74,0,0,0,0,0,0,0,0,0,248.0,248.0,248.0,248.0,10.0,10.0,9.0,10.0,24.8,24.8,27.555555555555557,24.8,17.900000000000006
30Q235,39,6,0,12,0,ACADEMY FOR NEW AMERICANS,30,11102,0,0.6759999999999999,,99,22,1,61,63,15,96.0,11.0,93.0,3.0,96.0,3.0,96.0,4.0,92.0,4.0,84.0,3.0,96.0,4.0,,1.91,2.34,38,0,0,0,0,0,0,0,0,0,70,3,0,0,1,2,0,0,3,3,278.0,202.0,128.0,115.0,16.0,12.0,7.0,7.0,17.375,16.833333333333332,18.285714285714285,16.428571428571427,12.5
03M165,46,7,0,13,0,P.S. 165 ROBERT E. SIMON,3,10025,0,0.7390000000000001,48783.74,17,3,14,68,82,13,91.0,29.0,87.0,3.0,82.0,3.0,87.0,3.0,73.0,2.0,86.0,3.0,85.0,2.0,3.0,2.37,2.41,49,3,0,0,3,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,290.0,290.0,164.0,164.0,14.0,14.0,8.0,8.0,20.714285714285715,20.714285714285715,20.5,20.5,11.5
04M050,26,7,0,35,0,P.S. 050 VITO MARCANTONIO,4,10029,1,0.89,30295.44,10,1,45,53,98,0,87.0,49.0,87.0,2.0,74.0,1.0,89.0,,67.0,2.0,79.0,2.0,84.0,2.0,2.0,2.1,2.07,27,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,75.0,75.0,75.0,75.0,3.0,3.0,3.0,3.0,25.0,25.0,25.0,25.0,8.4
09X004,69,7,0,11,0,P.S./M.S. 004 CROTONA PARK WEST,9,10457,0,0.903,28830.61,12,1,53,45,98,1,88.0,44.0,85.0,3.0,77.0,3.0,89.0,2.0,68.0,2.0,80.0,2.0,86.0,2.0,2.0,2.28,2.45,41,3,0,2,1,0,0,0,0,0,43,11,0,7,4,0,0,0,1,0,168.0,168.0,168.0,168.0,7.0,6.0,8.0,8.0,24.0,28.0,21.0,21.0,11.8
09X219,118,7,0,6,0,I.S. 219 NEW VENTURE SCHOOL,9,10456,1,0.929,,31,1,37,61,98,1,90.0,35.0,82.0,2.0,66.0,1.0,81.0,2.0,63.0,1.0,70.0,2.0,79.0,2.0,2.0,1.98,1.92,76,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,620.0,311.0,311.0,311.0,32.0,16.0,16.0,16.0,19.375,19.4375,19.4375,19.4375,8.9
12X211,77,7,0,8,0,P.S. 211,12,10457,1,0.8690000000000001,23881.24,24,0,15,84,98,1,92.0,30.0,87.0,2.0,79.0,2.0,86.0,2.0,65.0,1.0,82.0,2.0,81.0,2.0,3.0,2.22,2.36,49,1,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,250.0,225.0,225.0,225.0,11.0,10.0,10.0,10.0,22.72727272727273,22.5,22.5,22.5,12.599999999999996
12X341,48,7,0,12,0,ACCION ACADEMY,12,10457,0,0.903,,18,2,25,69,95,3,88.0,40.0,85.0,4.0,91.0,4.0,83.0,2.0,87.0,3.0,80.0,3.0,92.0,3.0,3.0,2.2,2.07,32,2,0,0,1,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,134.0,134.0,134.0,134.0,7.0,6.0,6.0,6.0,19.142857142857142,22.33333333333333,22.33333333333333,22.33333333333333,11.3
14K050,109,7,0,8,0,J.H.S. 050 JOHN D. WELLS,14,11211,1,0.8220000000000001,,21,1,14,82,96,3,89.0,40.0,82.0,2.0,80.0,2.0,81.0,2.0,66.0,1.0,78.0,3.0,85.0,2.0,3.0,2.13,2.11,49,1,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,540.0,320.0,278.0,275.0,31.0,17.0,13.0,13.0,17.419354838709676,18.823529411764707,21.384615384615387,21.153846153846157,11.800000000000002
17K484,58,7,0,15,0,RONALD EDMONDS LEARNING CENTER II,23,11233,0,0.8440000000000001,,4,1,84,13,96,1,90.0,36.0,97.0,3.0,100.0,4.0,100.0,3.0,98.0,4.0,95.0,4.0,100.0,4.0,3.0,2.32,2.17,38,2,0,2,0,0,0,0,0,2,38,0,0,0,0,0,0,0,0,0,,135.0,115.0,,,6.0,5.0,,,22.5,23.0,,11.6
19K404,82,7,0,4,0,ACADEMY FOR YOUNG WRITERS,19,11208,1,0.705,,1,1,72,24,97,1,90.0,39.0,71.0,3.0,85.0,4.0,78.0,3.0,87.0,3.0,75.0,2.0,92.0,3.0,2.0,2.16,1.98,65,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,,190.0,190.0,,,9.0,9.0,,,21.11111111111111,21.11111111111111,,12.2
21K121,35,7,0,22,0,P.S. 121 NELSON A. ROCKEFELLER,21,11204,0,0.682,47519.85,18,18,3,42,45,35,95.0,14.0,93.0,3.0,94.0,3.0,87.0,3.0,91.0,4.0,83.0,3.0,94.0,4.0,4.0,2.68,2.95,23,1,0,0,0,1,0,0,0,1,24,2,0,0,1,1,0,0,0,1,103.0,95.0,95.0,95.0,5.0,5.0,5.0,4.0,20.6,19.0,19.0,23.75,7.1
27Q043,71,7,0,11,0,P.S. 043,27,11691,0,0.79,40256.36,9,4,60,31,91,4,91.0,34.0,85.0,2.0,70.0,2.0,83.0,2.0,61.0,1.0,76.0,1.0,75.0,1.0,2.0,2.24,2.31,86,1,0,0,1,0,0,0,0,1,86,3,0,1,1,0,0,0,0,3,210.0,268.0,236.0,157.0,11.0,15.0,13.0,8.0,19.09090909090909,17.866666666666667,18.153846153846157,19.625,14.800000000000002
27Q105,77,7,0,8,0,P.S. 105 THE BAY SCHOOL,27,11691,0,0.897,26636.28,4,3,66,28,94,2,91.0,37.0,85.0,2.0,86.0,3.0,82.0,2.0,76.0,2.0,80.0,2.0,88.0,3.0,3.0,2.21,2.22,83,2,0,2,0,0,0,0,0,2,83,1,0,1,0,0,0,0,0,1,474.0,388.0,242.0,242.0,23.0,19.0,12.0,12.0,20.608695652173914,20.42105263157895,20.166666666666668,20.166666666666668,12.699999999999996
32K349,106,7,0,8,0,"I.S. 349 MATH, SCIENCE & TECH.",32,11211,1,0.863,,30,0,4,95,99,0,94.0,18.0,85.0,2.0,91.0,2.0,83.0,2.0,79.0,3.0,78.0,3.0,92.0,3.0,3.0,2.25,2.26,88,1,0,0,1,0,0,0,0,1,94,1,0,0,1,0,0,0,0,1,448.0,728.0,296.0,296.0,20.0,31.0,13.0,13.0,22.4,23.483870967741932,22.76923076923077,22.76923076923077,11.3
04M610,52,8,0,6,0,YOUNG WOMEN'S LEADERSHIP SCHOOL,4,10029,0,0.722,,2,9,25,60,85,4,95.0,16.0,90.0,4.0,97.0,4.0,87.0,3.0,92.0,4.0,72.0,2.0,94.0,4.0,3.0,2.69,2.54,42,6,0,0,4,0,0,0,0,0,42,4,0,0,1,0,0,0,0,0,337.0,237.0,159.0,159.0,19.0,10.0,6.0,6.0,17.736842105263158,23.7,26.5,26.5,15.400000000000002
06M210,59,8,0,16,0,P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR COMMUNITY LEADERSHIP,6,10031,0,0.8,36575.2,33,1,3,96,99,0,95.0,12.0,94.0,3.0,92.0,3.0,91.0,4.0,83.0,3.0,86.0,3.0,91.0,3.0,4.0,2.46,2.62,50,2,0,0,0,0,0,0,0,0,51,2,0,0,0,0,0,0,0,0,353.0,211.0,171.0,318.0,13.0,7.0,7.0,12.0,27.153846153846153,30.142857142857146,24.42857142857143,26.5,11.900000000000004
07X005,99,8,0,11,0,P.S. 5 PORT MORRIS,7,10455,0,0.905,22754.7,24,0,27,71,98,1,91.0,36.0,90.0,3.0,87.0,3.0,81.0,2.0,79.0,3.0,82.0,2.0,85.0,2.0,2.0,2.15,2.11,83,2,0,0,1,0,0,0,0,0,87,3,0,0,3,0,0,0,0,0,300.0,286.0,244.0,244.0,13.0,14.0,11.0,11.0,23.07692307692308,20.428571428571427,22.181818181818183,22.181818181818183,13.5
07X221,100,8,0,4,0,SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,7,10454,0,0.872,,8,1,24,72,96,2,93.0,21.0,89.0,4.0,92.0,4.0,89.0,4.0,87.0,3.0,74.0,2.0,91.0,3.0,3.0,2.25,2.39,92,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,589.0,311.0,280.0,280.0,31.0,18.0,15.0,15.0,19.0,17.27777777777778,18.666666666666668,18.666666666666668,13.699999999999998
10X206,64,8,0,11,0,I.S. 206 ANN MERSEREAU,10,10468,0,0.909,,24,1,19,78,97,1,91.0,33.0,89.0,3.0,91.0,3.0,83.0,2.0,83.0,3.0,84.0,3.0,94.0,4.0,2.0,2.06,2.12,66,3,0,0,3,0,0,0,0,2,68,2,0,0,2,0,0,0,0,1,234.0,190.0,191.0,182.0,14.0,9.0,9.0,8.0,16.714285714285715,21.11111111111111,21.222222222222218,22.75,11.5
12X217,92,8,0,8,0,SCHOOL OF PERFORMING ARTS,12,10459,1,0.87,,21,3,28,67,96,1,90.0,38.0,79.0,2.0,77.0,2.0,71.0,2.0,73.0,2.0,82.0,3.0,82.0,2.0,2.0,2.11,1.98,93,0,0,0,0,0,0,0,0,0,94,1,0,0,1,0,0,0,0,1,298.0,298.0,298.0,298.0,15.0,15.0,15.0,15.0,19.866666666666667,19.866666666666667,19.866666666666667,19.866666666666667,8.700000000000001
13K266,39,8,0,11,0,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,13,11216,0,0.6890000000000001,,2,1,78,19,98,1,91.0,33.0,84.0,2.0,88.0,3.0,75.0,2.0,85.0,3.0,85.0,4.0,92.0,3.0,2.0,2.23,2.1,41,2,0,0,0,0,0,0,0,2,40,1,0,0,0,0,0,0,0,1,163.0,234.0,163.0,163.0,9.0,12.0,8.0,9.0,18.11111111111111,19.5,20.375,18.11111111111111,12.7
16K308,37,8,0,14,0,P.S. 308 CLARA CARDWELL,16,11221,0,0.828,35536.41,5,2,78,19,96,0,89.0,44.0,87.0,2.0,86.0,3.0,86.0,2.0,77.0,2.0,83.0,2.0,86.0,2.0,2.0,2.27,2.01,46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,277.0,293.0,166.0,165.0,17.0,18.0,10.0,10.0,16.294117647058822,16.27777777777778,16.6,16.5,9.5
23K155,52,8,0,23,0,P.S./ I.S. 155 NICHOLAS HERKIMER,23,11233,0,0.877,36518.6,13,2,50,46,96,1,88.0,43.0,91.0,3.0,96.0,3.0,86.0,2.0,88.0,3.0,86.0,3.0,95.0,4.0,2.0,2.14,2.15,36,1,0,0,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,130.0,130.0,130.0,130.0,7.0,6.0,7.0,7.0,18.571428571428573,21.66666666666667,18.571428571428573,18.571428571428573,13.2
32K162,118,8,0,4,0,J.H.S. 162 THE WILLOUGHBY,32,11237,0,0.845,,21,2,3,92,95,2,91.0,31.0,89.0,3.0,83.0,3.0,84.0,3.0,78.0,2.0,77.0,2.0,86.0,2.0,3.0,2.23,2.23,131,1,0,0,1,0,0,0,0,1,136,0,0,0,0,0,0,0,0,0,505.0,523.0,425.0,425.0,25.0,23.0,19.0,19.0,20.2,22.73913043478261,22.36842105263158,22.36842105263158,11.400000000000004
32K291,92,8,0,7,0,J.H.S. 291 ROLAND HAYES,32,11221,1,0.8390000000000001,,30,1,15,81,96,3,89.0,36.0,96.0,3.0,97.0,4.0,88.0,3.0,89.0,3.0,78.0,3.0,93.0,3.0,3.0,2.17,2.1,91,1,0,0,1,0,0,0,0,1,99,1,0,0,1,0,0,0,0,1,637.0,523.0,297.0,297.0,30.0,22.0,12.0,14.0,21.233333333333334,23.772727272727273,24.75,21.214285714285715,9.2
32K384,64,8,0,13,0,P.S. /I.S. 384 FRANCES E. CARTER,32,11207,0,0.863,36830.45,25,2,12,85,97,1,93.0,23.0,88.0,3.0,91.0,3.0,93.0,3.0,78.0,2.0,79.0,2.0,92.0,3.0,3.0,2.39,2.37,59,2,0,0,1,0,0,0,0,2,62,0,0,0,0,0,0,0,0,0,185.0,185.0,215.0,185.0,8.0,8.0,9.0,8.0,23.125,23.125,23.88888888888889,23.125,12.4
02M408,31,9,0,7,0,PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,2,10036,0,0.33,,0,5,23,20,43,44,96.0,9.0,90.0,3.0,86.0,3.0,84.0,3.0,85.0,3.0,75.0,2.0,91.0,3.0,4.0,3.44,3.38,25,9,0,0,0,0,6,0,0,1,24,11,0,0,0,0,7,0,0,0,160.0,95.0,95.0,95.0,5.0,3.0,3.0,3.0,32.0,31.66666666666667,31.66666666666667,31.66666666666667,20.1
04M108,59,9,0,9,0,P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL COMPLEX,4,10029,0,0.843,27911.28,13,5,28,64,92,1,91.0,34.0,87.0,2.0,80.0,2.0,86.0,2.0,67.0,2.0,83.0,2.0,86.0,3.0,3.0,2.29,2.31,84,2,0,0,0,0,0,0,0,2,81,1,0,0,0,0,0,0,0,1,227.0,227.0,227.0,227.0,11.0,11.0,11.0,11.0,20.63636363636364,20.63636363636364,20.63636363636364,20.63636363636364,11.900000000000002
06M328,79,9,0,9,0,M.S. 328 - MANHATTAN MIDDLE SCHOOL FOR SCIENTIFIC INQUIRY,6,10032,0,0.8340000000000001,,36,1,12,85,97,1,87.0,43.0,91.0,3.0,87.0,3.0,88.0,2.0,86.0,3.0,84.0,3.0,90.0,3.0,2.0,1.98,1.97,42,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,302.0,236.0,236.0,236.0,16.0,13.0,13.0,13.0,18.875,18.153846153846157,18.153846153846157,18.153846153846157,8.700000000000001
07X031,84,9,0,11,0,P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,7,10451,0,0.878,28918.55,13,2,27,69,96,1,90.0,39.0,86.0,2.0,86.0,3.0,85.0,2.0,79.0,3.0,81.0,2.0,89.0,3.0,2.0,2.09,2.04,79,2,0,0,1,0,0,0,0,1,78,1,0,0,0,0,0,0,0,1,237.0,237.0,237.0,237.0,12.0,13.0,12.0,13.0,19.75,18.23076923076923,19.75,18.23076923076923,13.5
07X298,85,9,0,11,0,ACADEMY OF PUBLIC RELATIONS,7,10456,0,0.882,,23,0,26,72,98,1,90.0,37.0,82.0,3.0,92.0,3.0,75.0,2.0,92.0,4.0,75.0,2.0,91.0,3.0,3.0,2.14,1.97,87,1,0,0,0,0,0,0,0,1,88,0,0,0,0,0,0,0,0,0,600.0,249.0,249.0,,30.0,13.0,13.0,,20.0,19.153846153846157,19.153846153846157,,9.3
08X376,79,9,0,8,0,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL,8,10473,0,0.7559999999999999,,11,7,22,68,91,1,90.0,32.0,84.0,,71.0,,74.0,2.0,61.0,,74.0,2.0,85.0,2.0,3.0,2.33,2.15,60,1,0,0,1,0,0,0,0,1,62,1,0,0,0,0,0,0,0,1,177.0,361.0,178.0,178.0,9.0,16.0,8.0,8.0,19.666666666666668,22.5625,22.25,22.25,11.8
09X313,102,9,0,8,0,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,9,10457,1,0.8809999999999999,,32,1,32,67,99,0,89.0,42.0,73.0,1.0,80.0,2.0,78.0,2.0,60.0,1.0,75.0,2.0,79.0,1.0,3.0,2.05,2.05,91,0,0,0,0,0,0,0,0,0,98,1,0,0,1,0,0,0,0,0,385.0,441.0,289.0,299.0,19.0,22.0,15.0,15.0,20.263157894736842,20.045454545454547,19.266666666666666,19.933333333333334,10.900000000000004
16K057,66,9,0,11,0,J.H.S. 057 WHITELAW REID,16,11221,0,0.884,,3,0,66,32,98,1,90.0,36.0,95.0,4.0,99.0,4.0,92.0,3.0,97.0,4.0,86.0,4.0,97.0,4.0,4.0,2.37,2.29,44,3,0,2,1,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,359.0,230.0,209.0,143.0,25.0,12.0,11.0,8.0,14.36,19.166666666666668,19.0,17.875,9.4
17K352,50,9,0,12,0,EBBETS FIELD MIDDLE SCHOOL,17,11225,1,0.7859999999999999,,19,3,64,30,94,4,91.0,29.0,91.0,2.0,85.0,3.0,84.0,2.0,73.0,2.0,76.0,2.0,89.0,3.0,3.0,2.12,2.11,43,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,227.0,273.0,189.0,164.0,12.0,14.0,10.0,9.0,18.916666666666668,19.5,18.9,18.222222222222218,7.599999999999998
23K137,29,9,0,27,0,P.S./I.S. 137 RACHEL JEAN MITCHELL,23,11233,0,0.807,35419.93,3,0,74,20,94,1,88.0,43.0,93.0,3.0,90.0,3.0,85.0,2.0,80.0,3.0,87.0,3.0,92.0,3.0,3.0,2.27,2.38,26,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,56.0,82.0,81.0,66.0,3.0,5.0,5.0,4.0,18.666666666666668,16.4,16.2,16.5,11.7
23K284,57,9,0,18,0,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, AND TECHNOLOGY",23,11212,1,0.906,20931.74,9,0,69,30,99,1,89.0,40.0,90.0,3.0,87.0,3.0,86.0,2.0,80.0,3.0,90.0,4.0,92.0,3.0,2.0,2.08,2.09,55,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,171.0,171.0,171.0,171.0,8.0,8.0,8.0,8.0,21.375,21.375,21.375,21.375,11.1
23K327,0,9,0,32,0,P.S. 327 DR. ROSE B. ENGLISH,23,11212,0,0.851,32208.89,9,2,71,25,96,2,88.0,47.0,90.0,2.0,82.0,3.0,77.0,2.0,65.0,1.0,73.0,1.0,76.0,1.0,2.0,2.17,1.98,45,1,0,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,22.0,73.0,73.0,22.0,2.0,4.0,4.0,2.0,11.0,18.25,18.25,11.0,14.3
23K522,58,9,0,15,0,MOTT HALL IV,23,11233,0,0.7709999999999999,,2,2,87,12,98,0,89.0,44.0,98.0,3.0,99.0,4.0,87.0,2.0,97.0,4.0,87.0,4.0,95.0,4.0,2.0,2.3,2.08,40,2,0,2,0,0,0,0,0,2,41,0,0,0,0,0,0,0,0,0,162.0,162.0,159.0,162.0,8.0,8.0,8.0,8.0,20.25,20.25,19.875,20.25,12.900000000000004
25Q200,65,9,0,13,0,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,25,11365,0,0.531,47345.33,6,13,23,46,69,16,94.0,18.0,89.0,2.0,92.0,3.0,78.0,2.0,88.0,4.0,83.0,3.0,91.0,3.0,3.0,2.66,2.61,52,6,0,0,2,2,0,0,0,4,52,3,0,0,0,2,0,0,0,1,176.0,176.0,179.0,179.0,6.0,6.0,6.0,6.0,29.33333333333333,29.33333333333333,29.83333333333333,29.83333333333333,12.5
27Q333,24,9,0,30,0,GOLDIE MAPLE ACADEMY,27,11692,0,0.7440000000000001,40849.62,0,4,70,18,88,3,96.0,7.0,94.0,3.0,87.0,3.0,87.0,4.0,83.0,3.0,81.0,2.0,86.0,2.0,3.0,2.57,2.62,43,1,0,1,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,101.0,101.0,101.0,101.0,4.0,4.0,4.0,4.0,25.25,25.25,25.25,25.25,14.5
29Q147,69,9,0,11,0,P.S./M.S. 147 RONALD MCNAIR,29,11411,0,0.48,74346.24,3,1,95,2,97,1,92.0,30.0,85.0,2.0,72.0,2.0,90.0,2.0,65.0,1.0,72.0,1.0,82.0,2.0,2.0,2.41,2.29,65,1,0,0,0,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,150.0,150.0,150.0,150.0,8.0,8.0,8.0,8.0,18.75,18.75,18.75,18.75,15.7
29Q356,98,9,0,9,0,COMMUNITY VOICES MIDDLE SCHOOL,29,11413,0,0.547,,3,1,91,6,97,1,92.0,27.0,81.0,3.0,85.0,3.0,84.0,3.0,87.0,3.0,75.0,2.0,90.0,3.0,2.0,2.24,2.13,115,8,0,8,0,0,0,0,0,7,115,3,0,3,0,0,0,0,0,3,316.0,305.0,305.0,214.0,14.0,13.0,13.0,9.0,22.57142857142857,23.461538461538463,23.461538461538463,23.777777777777782,12.599999999999996
03M859,14,10,0,17,0,SPECIAL MUSIC SCHOOL,3,10023,0,0.253,76791.47,1,16,13,14,28,43,96.0,7.0,96.0,4.0,97.0,4.0,91.0,4.0,95.0,4.0,91.0,4.0,95.0,4.0,4.0,3.67,3.85,14,10,0,0,0,0,6,0,0,0,14,7,0,0,0,0,3,0,0,0,,45.0,45.0,45.0,,3.0,3.0,3.0,,15.0,15.0,15.0,14.1
05M148,68,10,0,8,0,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,5,10030,0,0.747,,3,0,74,24,98,1,88.0,47.0,92.0,3.0,91.0,3.0,83.0,3.0,91.0,3.0,82.0,3.0,90.0,3.0,2.0,2.26,2.02,48,2,0,2,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,202.0,221.0,181.0,58.0,10.0,11.0,9.0,3.0,20.2,20.09090909090909,20.11111111111111,19.33333333333333,12.599999999999996
05M670,55,10,0,6,0,THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL CHANGE,5,10030,0,0.732,,3,1,74,23,97,0,96.0,5.0,79.0,2.0,90.0,3.0,79.0,3.0,82.0,3.0,74.0,2.0,91.0,3.0,2.0,2.47,2.27,48,2,0,0,0,0,0,0,0,2,48,0,0,0,0,0,0,0,0,0,240.0,286.0,172.0,172.0,9.0,10.0,6.0,6.0,26.66666666666667,28.6,28.66666666666667,28.66666666666667,15.400000000000002
07X029,89,10,0,12,0,P.S./M.S. 029 MELROSE SCHOOL,7,10451,0,0.8909999999999999,23911.23,13,3,28,67,96,1,91.0,35.0,90.0,4.0,91.0,4.0,92.0,3.0,81.0,3.0,84.0,3.0,93.0,3.0,2.0,2.12,2.12,87,1,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,266.0,266.0,266.0,266.0,11.0,11.0,11.0,11.0,24.181818181818183,24.181818181818183,24.181818181818183,24.181818181818183,12.0
09X413,43,10,0,7,0,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,9,10457,0,0.8009999999999999,,6,8,33,57,90,1,96.0,11.0,90.0,2.0,92.0,3.0,82.0,2.0,81.0,3.0,81.0,3.0,91.0,3.0,3.0,2.57,2.53,43,3,0,0,2,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,145.0,145.0,140.0,145.0,8.0,8.0,8.0,8.0,18.125,18.125,17.5,18.125,14.400000000000002
